,username,created_time,tweet_id,tweet, place
0,Michael04969251,Wed Oct 06 09:08:13 +0000 2021,1445677262326546437,"RT @PeterSweden7: Italy is forcing all workers to have a covid passport on October 15.

Victoria in Australia will require all workers on t…",
1,dannya_more,Wed Oct 06 09:08:13 +0000 2021,1445677263622606853,"Just posted a photo @ Chinatown, Victoria https://t.co/KgkYkrtqO4","Victoria, British Columbia"
2,GabeShepperd,Wed Oct 06 09:08:17 +0000 2021,1445677278311026689,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",Australia
3,ensquaredx2,Wed Oct 06 09:08:17 +0000 2021,1445677280848596998,"RT @CraigKellyMP: I stand with VIC Authorised Workers United Against Mandates

These are wonderful Emergency Services workers who love &amp; se…","Sydney, New South Wales"
4,jamielamond2,Wed Oct 06 09:08:17 +0000 2021,1445677281033154560,RT @YouAreLobbyLud: A frontline healthcare worker asks. Can anyone help?,"Melbourne, Victoria, Australia"
5,TwitchTVGlobal,Wed Oct 06 09:08:19 +0000 2021,1445677289723686916,"RT @Snowfnt_: !charity stream for Variety - Melbourne International Games Week! #MIGW21

https://t.co/mDYXQX1T9r",
6,purcellron,Wed Oct 06 09:08:19 +0000 2021,1445677289627258886,"@TasosManiatis1 I’m a realist. He’s got us by the balls, the state is fked and dan will be re elected by the 70% of… https://t.co/m1JLuhv4Mv","Melbourne, Australia."
7,good4vic,Wed Oct 06 09:08:20 +0000 2021,1445677290327666689,why are people shaming victoria for having no hair down there? it's HER decision,fan | bi | 18
8,joannamuses,Wed Oct 06 09:08:20 +0000 2021,1445677290596093962,"RT @SandroDemaio: Massive shoutout to the 95,600 CHAMPS across Victoria who got vaccinated yesterday. More than 1% of the entire state’s po…",Melbourne
9,danielle_binks,Wed Oct 06 09:08:22 +0000 2021,1445677300398247942,"People from the US &amp; UK especially flipping out on our behalf … ~don’t, darls~ we got this.

UK, you had 137K death… https://t.co/Bv46Qy3mSs","Melbourne, Australia"
10,philipmallis,Wed Oct 06 09:08:26 +0000 2021,1445677318806990857,New video to be released tomorrow! It'll be a guided tour  of one of the most significant interchanges in Melbourne… https://t.co/mUhcOaA9rW,"Melbourne, Victoria"
11,wander7lust,Wed Oct 06 09:08:27 +0000 2021,1445677322401505281,RT @Kon__K: Melbourne residents were surprised to learn that a new record for days in lockdown set this week actually belongs to Australia’…,
12,DonKirwa,Wed Oct 06 09:08:29 +0000 2021,1445677329561182216,"RT @KResearcher: Hopefully one day Kenya,Uganda and Tanzania will sit down like grown ups and decide to rename Lake Victoria. #RandomThough…",Nairobi and Western Perth.
13,saintrozzy,Wed Oct 06 09:08:30 +0000 2021,1445677335760363520,"RT @SharnelleVella: Jane’s weather: 👱🏼‍♀️ ☀️ 

Brisbane: ☀️ then 🌤, 28
Sydney: ☀️ &amp; 30, b4 gusty cool change ~5pm
Canberra: ☀️ 21
Melbourne…",
14,wilkiefree,Wed Oct 06 09:08:30 +0000 2021,1445677335856889863,@DanielAndrewsMP Great choice fot Victoria!,
15,joan_armitage,Wed Oct 06 09:08:33 +0000 2021,1445677346342641676,RT @Kon__K: Melbourne residents were surprised to learn that a new record for days in lockdown set this week actually belongs to Australia’…,
16,LovelyShakira3,Wed Oct 06 09:08:37 +0000 2021,1445677362658439168,"RT @MutebiRichard18: MT KABAKA MUTEBI II is finally on the waters of Lake #Victoria/#Nalubale

According to @Mukulaa, they have spent over…",
17,ConjuredRundown,Wed Oct 06 09:08:40 +0000 2021,1445677377049137157,"RT @MichaelPSenger: Haunting full-color images of Warsaw in 1945.

Oh wait, no—this is Melbourne, Australia. In 2021.
https://t.co/lYABcLsm…",Edmonton Brighton
18,MediumDebyOuld,Wed Oct 06 09:08:42 +0000 2021,1445677385999736836,"Melbourne has gone full on fascist &amp; hve implemented Medical apartheid! Here we are in Blighty all mixing together,… https://t.co/cbDa1k2mCI","Falmouth, England"
19,RaxRaksh,Wed Oct 06 09:08:45 +0000 2021,1445677396577845256,"RT @ESPNcricinfo: With the Queensland border closed for NSW and Victoria, the likes of Nathan Lyon face logistical issues ahead of the firs…","Karnataka, India"
20,DWaiariki,Wed Oct 06 09:08:46 +0000 2021,1445677399610327044,RT @melaustours: Getting reports that dan Andrews could be gone by this weekend,
21,b055lad33,Wed Oct 06 09:08:47 +0000 2021,1445677406312808459,"@OzraeliAvi It’s real……. And how about those vaccinated in hospital….
https://t.co/vF2FLWLRbO",
22,AjOhaccurateone,Wed Oct 06 09:08:48 +0000 2021,1445677411052318725,VIC Authorised Workers Unite Against Mandate https://t.co/d47Y7CUbIU,"Mornington Peninsula, Victoria"
23,timeflies9270,Wed Oct 06 09:08:49 +0000 2021,1445677412302217225,RT @MelissaLDavey: City of Melbourne have just announced that from Friday 5 November vaccination will be required to enter any City of Melb…,🚫PM/DM🚫
24,DwdonsDavid,Wed Oct 06 09:08:49 +0000 2021,1445677414994964486,Good call,
25,Julieoz836,Wed Oct 06 09:08:51 +0000 2021,1445677421491937280,"@DanielAndrewsMP @VictorianCHO As Poorlene would say ""Please explain?""",Australia
26,drumcodeuk,Wed Oct 06 09:08:52 +0000 2021,1445677425010958336,Ljubljana looking a lot like Melbourne there...,Covid Hotspot
27,JennyWeedon,Wed Oct 06 09:08:52 +0000 2021,1445677425044557826,"RT @PeterCredlin_PW: Being recorded and then subsequently being investigated for fraud is vastly different than ""thinking"" that there is an…","Melbourne, Victoria"
28,RealPDriessen,Wed Oct 06 09:08:52 +0000 2021,1445677428349620229,Uhuh. So he locked us up and abused us instead of doing his job.  @SCVSupremeCourt,International
29,mautumnum,Wed Oct 06 09:08:54 +0000 2021,1445677434775302152,"RT @CraigKellyMP: A Victorian teacher &amp; her husband’s legal challenge to Dan’s “no jab, no job” policy will go to trial later this month

W…",
30,javisstunner,Wed Oct 06 09:08:54 +0000 2021,1445677435802906627,"RT @namasole_: 🔥Experiences🔥
Come and enjoy a Jet ski to Munyonyo on lake Victoria at only 99,000 per person 

#bookwithtubayo https://t.co…",Traveller🪐
31,RayMondeDeux,Wed Oct 06 09:08:55 +0000 2021,1445677438340513800,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",Sunbury Victoria
32,Sharron28865362,Wed Oct 06 09:08:56 +0000 2021,1445677444854288390,RT @AusIndiMedia: Why does a certain newspaper congratulate NSW on their number of vaccinations while expressing shock and horror about Vic…,Australia
33,Refess,Wed Oct 06 09:08:58 +0000 2021,1445677451820953601,‘Unique’ North Devon village named one of the prettiest in the UK – ‘rival anywhere’ - ”Victoria R said: “This vill… https://t.co/M7a3Qk0lbK,
34,garryd50,Wed Oct 06 09:09:00 +0000 2021,1445677459630739469,"RT @sackdanandrews: Arrest and charge Dan Andrews, Pakula and Sutton for fraud and any other BS you all seem to come up with when you find…",
35,Bob_A_79807,Wed Oct 06 09:09:01 +0000 2021,1445677463883825157,RT @miraaikie: Too late for Australia.🙈🙈🙈🙈,Bloemfontein
36,howsitgoineoin,Wed Oct 06 09:09:02 +0000 2021,1445677468090716168,"RT @DarrenPlymouth: Teachers in Victoria, Australia, need to be vaccinated by the 15th October, or no job. Vaccinated teachers are needed t…",
37,BarbaraMcGilli,Wed Oct 06 09:09:05 +0000 2021,1445677480333877260,"RT @up_johd: #johdnews
@TobyBurrows, @1n9r1d and @BarbaraMcGilli will present their poster at the e-research Australasia conference!
Detail…",
38,ued_in,Wed Oct 06 09:09:05 +0000 2021,1445677482921713672,RT @mjrowland68: Big story. @theage reports Victoria’s anti-corruption body is examining the conduct of @DanielAndrewsMP in a deal with the…,
39,ALeagueWrapUp,Wed Oct 06 09:09:06 +0000 2021,1445677483072778243,RT @merrick_ernie: Twelve year old Jackson Irvine saying he is going to play for Melbourne Victory one day. https://t.co/KDrAY3Nw42,Australia
40,niltiac,Wed Oct 06 09:09:07 +0000 2021,1445677489041248256,"RT @danielle_binks: People from the US &amp; UK especially flipping out on our behalf … ~don’t, darls~ we got this.

UK, you had 137K deaths fr…",Sydney
41,MsMountebank,Wed Oct 06 09:09:07 +0000 2021,1445677490039447560,RT @danivalent: Melbourne hospo visa workers: there's a special vaccination day for you next Tuesday at Glen Eira Town Hall via Connect Hea…,"Melbourne, Australia"
42,Jacande53,Wed Oct 06 09:09:08 +0000 2021,1445677494149943297,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",
43,Ken84073750,Wed Oct 06 09:09:09 +0000 2021,1445677496649732107,"@life_non @DanielAndrewsMP @andrewbogut Dan Andrews fix Covid in construction in two weeks.
Can’t he use the same s… https://t.co/gdUa2vxidK","Melbourne, Australia"
44,GideonCRozner,Wed Oct 06 09:09:10 +0000 2021,1445677503222222854,Quite possibly Joe Aston’s finest.,"Melbourne, Victoria"
45,harrybinthewild,Wed Oct 06 09:09:11 +0000 2021,1445677504941879309,"RT @JulianHillMP: Scott Morrison has abandoned &amp; ripped off Victoria.

He is the Prime Minister for NSW, not all Australians.
#auspol https…","Gubbi Gubbi Land, Sunny Coast"
46,LovelyVege02,Wed Oct 06 09:09:13 +0000 2021,1445677513900838920,Did you see this @ffyfey,"Melbourne, Victoria"
47,mchambers2706,Wed Oct 06 09:09:14 +0000 2021,1445677517243781120,RT @PRGuy17: CARRIED AWAY: Tim Smith has been left with egg on his face after a bungled radio interview where he essentially admitted he ha…,"Wurundjeri Land, Kulin Nation"
48,Fat_Boy26,Wed Oct 06 09:09:16 +0000 2021,1445677527725273098,Why do people keep buying these papers?,Australia
49,PatsySantos14,Wed Oct 06 09:09:16 +0000 2021,1445677528689954824,RT @RealDeniseWelch: Not one mention on the news or in mainstream media. Shocking,
50,Chez11711852,Wed Oct 06 09:09:18 +0000 2021,1445677534440349700,"RT @evmulholland: “Melbourne’s Wilkinson-ratified hard lockdown, replete with its blanket curfew and its sacred ring of steel, has stamped…",🇦🇺
51,JC24143107,Wed Oct 06 09:09:19 +0000 2021,1445677538483716103,"RT @adamhillmedia: Correct me if I'm wrong, but it seems unprecedented the number of significant legal conflicts Dan Andrews has right now.…",
52,LaurieB89021409,Wed Oct 06 09:09:19 +0000 2021,1445677540605972486,"RT @deliciouslybad: So let me get this straight. 
The Age has published a piece that headlines Dan Andrews possible corruption, but the art…","Sydney, New South Wales"
53,what_tee_fan,Wed Oct 06 09:09:21 +0000 2021,1445677548201865222,State of the 🐑 in the comments.,"London, England"
54,BaligaRishab,Wed Oct 06 09:09:21 +0000 2021,1445677549841883146,RT @VictoriaSmurfit: Thanks for chatting with me ⁦@IrishTimes⁩  #deadlycuts  https://t.co/ory1hUhTmc,"Bangalore, India"
55,emmastacey_,Wed Oct 06 09:09:22 +0000 2021,1445677550680764417,"Melbourne getting 'trackless trams' aka a bus aha is about as bad as Sydney calling a fucking tram, 'light rail'.",
56,Waveline2shore,Wed Oct 06 09:09:23 +0000 2021,1445677557685239808,You are so boring,
57,DorsyForPedos,Wed Oct 06 09:09:27 +0000 2021,1445677571346026502,"RT @JaggerMickOZ: Gladys Resigned 

#DanNext 
.",
58,themood2020,Wed Oct 06 09:09:27 +0000 2021,1445677573673947138,RT @MelissaLDavey: City of Melbourne have just announced that from Friday 5 November vaccination will be required to enter any City of Melb…,
59,Halfdan866,Wed Oct 06 09:09:30 +0000 2021,1445677587338985476,RT @Amaralee23: Melbourne is dead! https://t.co/z5e8kFciQr,Molde N 
60,AliceMcCabe52,Wed Oct 06 09:09:31 +0000 2021,1445677591696797697,"RT @tigertuffmark: Dan Andrews under investigation from IBAC, Gladys resigned.#DanNext

Does anyone believe Dan Andrews acted appropriately…",
61,drexciya28,Wed Oct 06 09:09:32 +0000 2021,1445677594158895105,RT @MelissaLDavey: City of Melbourne have just announced that from Friday 5 November vaccination will be required to enter any City of Melb…,
62,jnr_old,Wed Oct 06 09:09:32 +0000 2021,1445677596193144842,"RT @CraigKellyMP: I stand with VIC Authorised Workers United Against Mandates

These are wonderful Emergency Services workers who love &amp; se…",Green River
63,cornflakes64,Wed Oct 06 09:09:34 +0000 2021,1445677603075940365,"RT @PRGuy17: 🔵 Gladys resigns under corruption cloud
➡️ The Age / SMH: Honest stuff up, we miss her, this is not fair.

🔵 Scott Morrison ru…","Melbourne, Victoria"
64,__havesomeJas,Wed Oct 06 09:09:34 +0000 2021,1445677603478589445,RT @evelynvwoodsen: Victoria secret is on life support omg,478
65,PeterCredlin_PW,Wed Oct 06 09:09:35 +0000 2021,1445677608490790920,"Good job Victoria. 
Vic Vax Rates

83.6% 1st dose 
54.5% 2nd dose

95,600 Victorians were vaccinated yesterday. If… https://t.co/VpXmWgHmBU","Geelong, Victoria"
66,MorpheusBeing,Wed Oct 06 09:09:38 +0000 2021,1445677621027635205,"RT @MFWitches: Here’s another DM we got of #NewsCorpse papers in Hawthorn this arvo awaiting return to Murdoch’s headquarters.

Please take…",Gaia.
67,MishManners,Wed Oct 06 09:09:38 +0000 2021,1445677621367296005,"So first Facebook, Snapchat, Insta, and WhatsApp go down...

Then earthquakes in Melbourne, internet not working, a… https://t.co/VNkiWoEPBy","Melbourne, Victoria"
68,vesica13b,Wed Oct 06 09:09:39 +0000 2021,1445677623401607169,"RT @davidbewart: Tim Smith has admitted he had ""no idea"" why he'd called for Dan Andrews to resign. #auspol",Northern NSW
69,19maddie08,Wed Oct 06 09:09:40 +0000 2021,1445677626807357451,RT @PRGuy17: CARRIED AWAY: Tim Smith has been left with egg on his face after a bungled radio interview where he essentially admitted he ha…,Victoria-AU
70,_FLEX4U,Wed Oct 06 09:09:40 +0000 2021,1445677627944046597,RT @monicam78404741: Melbourne Australia 🇦🇺 https://t.co/yxtXL6cQOq,Australia
71,Pc_Free_Zone,Wed Oct 06 09:09:42 +0000 2021,1445677637418975242,RT @tonytardio: Day 12 - lockdown day 248. Still no concession by premier that he misrepresented reality. It’s clear he will concede nothin…,Brisbane Qld Male57yo Italian
72,dr59104219,Wed Oct 06 09:09:43 +0000 2021,1445677640212353027,"RT @adamhillmedia: Correct me if I'm wrong, but it seems unprecedented the number of significant legal conflicts Dan Andrews has right now.…",
73,twahtt,Wed Oct 06 09:09:44 +0000 2021,1445677645434273804,"@lporiginalg Melbourne living the irl squid game 🤪 
#youcantstopprogress #ycsp https://t.co/RBRXWM1R03",
74,TrooperOz,Wed Oct 06 09:09:45 +0000 2021,1445677649926377472,RT @AnonCitizenUK: 🇦🇺 Government is asking people in Melbourne to take part in an App Pilot Program where they will get random phone calls…,"Australia, Brisbane Queensland"
75,JeffThePink,Wed Oct 06 09:09:46 +0000 2021,1445677652774322179,"RT @davidbewart: Tim Smith has admitted he had ""no idea"" why he'd called for Dan Andrews to resign. #auspol","Sydney, New South Wales"
76,maroek,Wed Oct 06 09:09:47 +0000 2021,1445677656133931012,Any Vax Nazis in CT think that is a great idea?l,Kewtown City
77,Kobir29284795,Wed Oct 06 09:09:48 +0000 2021,1445677661225816072,"RT @Brazzers: Sneak preview of ""Letting Loose With Victoria"" #Trailer with
@victoriacake3x @SlayherJax @TheDanFerrari @ItsMichaelVegas

📅 O…",
78,jaquix173,Wed Oct 06 09:09:49 +0000 2021,1445677665952747529,"RT @DownunderGal777: Breaking News for MSM
Daniel Andrews Premier of Victoria is NOT i repeat NOT under investigation.
Credibility and Fact…","Gold Coast, Queensland"
79,SpotlightForYou,Wed Oct 06 09:09:49 +0000 2021,1445677665977974791,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…","Brisbane, Queensland,Australia"
80,RobynInTheStix,Wed Oct 06 09:09:51 +0000 2021,1445677674781822988,RT @AusIndiMedia: Why does a certain newspaper congratulate NSW on their number of vaccinations while expressing shock and horror about Vic…,Central Highlands Victoria
81,kevinD43252723,Wed Oct 06 09:09:52 +0000 2021,1445677679231987719,"RT @CraigKellyMP: With the Victorian economy devastated by world record lockdowns 

With Victorian businesses devastated by world record lo…",
82,SB003Official,Wed Oct 06 09:09:54 +0000 2021,1445677687708602369,"Drone view of Victoria Memorial, Kolkata🇮🇳 https://t.co/mkX7QHndz4","Kolkata, India🇮🇳"
83,redback1gc,Wed Oct 06 09:09:55 +0000 2021,1445677689080201233,"RT @CraigKellyMP: With the Victorian economy devastated by world record lockdowns 

With Victorian businesses devastated by world record lo…",Japan.
84,albon_st,Wed Oct 06 09:09:56 +0000 2021,1445677695036133378,"@DanielAndrewsMP Build a fast train for Victoria, for goodness sake",
85,RoryBurnside,Wed Oct 06 09:09:57 +0000 2021,1445677700849360901,RT @RoryBurnside: My sister’s birthday is on 26 October. What are our chances of reaching the required threshold of 70% second dose to end…,Melbourne but I tour worldwide
86,Melburnian,Wed Oct 06 09:09:59 +0000 2021,1445677709141577740,Buzz.,North of the Yarra 
87,malbooth,Wed Oct 06 09:09:59 +0000 2021,1445677709149933569,RT @CatPurry9: In case you missed it..............,"iPhone: -33.884666,151.179001"
88,nowismytime2,Wed Oct 06 09:10:03 +0000 2021,1445677724480114689,RT @cameron_adams: Wow! @kylieminogue just confirmed on the BBC she *is* about to base herself in Melbourne: “I spent a lot of time with my…,Australia
89,sambrookg,Wed Oct 06 09:10:03 +0000 2021,1445677724115222536,Mathematics Manager | Melbourne - CBD | Vacancies - https://t.co/o6IFdnBtGI https://t.co/mLRF21s7OB https://t.co/nxq6GSPVWU,"Melbourne, AU"
90,sisteroutlaws,Wed Oct 06 09:10:04 +0000 2021,1445677726875066373,RT @MelissaLDavey: City of Melbourne have just announced that from Friday 5 November vaccination will be required to enter any City of Melb…,"Naarm/Melbourne, Australia"
91,chequer57,Wed Oct 06 09:10:05 +0000 2021,1445677734655451148,"@Peter_Fitz The #MurdochRiots delivered as the planned to deliver more pain for Victorians, with the Herald Scum &amp;… https://t.co/E5U8WKwJub",Australia
92,zardor13,Wed Oct 06 09:10:06 +0000 2021,1445677736870117383,"RT @roobiefox: Melbourne also holds the record for most attacked, victimised, undermined, criticised &amp; unfairly biased reports from the med…","Brisbane, Queensland"
93,nothing_exists,Wed Oct 06 09:10:06 +0000 2021,1445677738489049096,RT @janet_rice: Tens of thousands more Victorians have been forced into poverty by the Morrison Government since last year alone - almost 9…,
94,ISturup,Wed Oct 06 09:10:07 +0000 2021,1445677740527476736,"RT @VicAusMidwife: Can anyone pls tell me, based on the the modeling done for Victoria &amp; Australia, when our hospitals will return to pre-C…","West of Melbourne, Wathaurong"
95,Trevor__Uren,Wed Oct 06 09:10:07 +0000 2021,1445677742867955717,RT @MelissaLDavey: City of Melbourne have just announced that from Friday 5 November vaccination will be required to enter any City of Melb…,"Banbury, Oxfordshire. 🇬🇧 "
96,Paullam05907987,Wed Oct 06 09:10:08 +0000 2021,1445677744122056705,RT @GillianMcKeith: #melbourne has been destroyed by its own government.  Practically Everything is for lease..  But what would have happen…,
97,adriana872,Wed Oct 06 09:10:08 +0000 2021,1445677744579297280,RT @MelissaLDavey: City of Melbourne have just announced that from Friday 5 November vaccination will be required to enter any City of Melb…,London
98,ScottTa51428280,Wed Oct 06 09:10:08 +0000 2021,1445677747146133506,"RT @DownunderGal777: Breaking News for MSM
Daniel Andrews Premier of Victoria is NOT i repeat NOT under investigation.
Credibility and Fact…",
99,ConjuredRundown,Wed Oct 06 09:10:09 +0000 2021,1445677750325596160,RT @suby2021: @RealCarlVernon and physical violence as being used in Melbourne.,Edmonton Brighton
100,Paulkaz12,Wed Oct 06 09:10:11 +0000 2021,1445677759699697666,RT @CatPurry9: In case you missed it..............,"Bellevue Hill, Sydney"
101,frickmick,Wed Oct 06 09:10:12 +0000 2021,1445677762862141441,"RT @tigertuffmark: Dan Andrews under investigation from IBAC, Gladys resigned.#DanNext

Does anyone believe Dan Andrews acted appropriately…",Western NY
102,EmenikeMbelede,Wed Oct 06 09:10:13 +0000 2021,1445677765047435264,"RT @ceotvk: Hii twitter! 

My name is Victoria King and I design, create (sew) and recreate clothes for your birthdays, lifestyle, bridals,…",
103,Omanipadmehum33,Wed Oct 06 09:10:13 +0000 2021,1445677765546504196,"RT @CraigKellyMP: I stand with VIC Authorised Workers United Against Mandates

These are wonderful Emergency Services workers who love &amp; se…",
104,pyarro,Wed Oct 06 09:10:13 +0000 2021,1445677766473490437,RT @DavidDavisMLC: Andrews government &amp; cross bench ‘wrong’ blocking Victorian firefighter #sexism report. #Labor’s shocking #coverup they…,
105,JillyLBean3,Wed Oct 06 09:10:13 +0000 2021,1445677766532161539,RT @PRGuy17: CARRIED AWAY: Tim Smith has been left with egg on his face after a bungled radio interview where he essentially admitted he ha…,"Tasmania, Australia"
106,sabtriesf1twt,Wed Oct 06 09:10:17 +0000 2021,1445677783783333896,"me 🤝 heather 

crying over melbourne men",priv : @sabsaidvroom
107,ColBurns1954,Wed Oct 06 09:10:19 +0000 2021,1445677790834036741,"RT @evmulholland: “Melbourne’s Wilkinson-ratified hard lockdown, replete with its blanket curfew and its sacred ring of steel, has stamped…",Australia
108,bbbcloud1,Wed Oct 06 09:10:19 +0000 2021,1445677792012562437,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",
109,peachypuk,Wed Oct 06 09:10:23 +0000 2021,1445677808592637971,RT @MelissaLDavey: City of Melbourne have just announced that from Friday 5 November vaccination will be required to enter any City of Melb…,
110,AnkurSr19101901,Wed Oct 06 09:10:23 +0000 2021,1445677809058258955,Watch | Victoria Public Hall may soon become museum https://t.co/67DfVSC354,"लखनऊ, भारत"
111,KyeJ42,Wed Oct 06 09:10:24 +0000 2021,1445677813315428355,@PointsHq @poppy020 @shirerabbit31 @covidbaseau I have family members in both Victoria and NSW. I would prefer them… https://t.co/vLXmZbODOS,"Perth, Western Australia"
112,Forbes81107657,Wed Oct 06 09:10:25 +0000 2021,1445677816909996034,"RT @hollydais: 33 Resilient Cities selected worldwide. Initiative of the Rockefeller foundation. Bristol Eng is one along with Glasgow, Mel…",
113,pavyg,Wed Oct 06 09:10:25 +0000 2021,1445677817027432452,If @DanielAndrewsMP cannot hold a GLOBAL event in his city which caters for ALL players then another country should… https://t.co/yMHyQvlBpS,Derby
114,Jomooncooper,Wed Oct 06 09:10:25 +0000 2021,1445677818419900416,"RT @MichaelPSenger: Haunting full-color images of Warsaw in 1945.

Oh wait, no—this is Melbourne, Australia. In 2021.
https://t.co/lYABcLsm…",
115,nettyevans,Wed Oct 06 09:10:27 +0000 2021,1445677823104995338,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…","Melbourne, Victoria"
116,donnalong3_long,Wed Oct 06 09:10:27 +0000 2021,1445677823872548873,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",
117,Tiamarxaa,Wed Oct 06 09:10:27 +0000 2021,1445677825986490373,RT @KRUZAA_: The road from Victoria Train Station to Victoria Coach Station,"England, United Kingdom"
118,KayTobin1,Wed Oct 06 09:10:28 +0000 2021,1445677827404169217,@DiemC10 @matthewdmarsden Not Melbourne,
119,timbofive,Wed Oct 06 09:10:28 +0000 2021,1445677827475476483,More from Nazi AUSTRALIA..APARTHEID is alive and kicking,
120,BrianMitchellMP,Wed Oct 06 09:10:31 +0000 2021,1445677840045785100,"RT @lroc1501: Two young men, both 22 yo who were involved in the Murdoch Riots in Melbourne Australia, which was heavily promoted by Newsco…",Parliament House Canberra
121,peachypuk,Wed Oct 06 09:10:31 +0000 2021,1445677843267022861,"RT @CraigKellyMP: I stand with VIC Authorised Workers United Against Mandates

These are wonderful Emergency Services workers who love &amp; se…",
122,AFCA_Forests,Wed Oct 06 09:10:33 +0000 2021,1445677848509906951,RT @AlbertonWest: Itching for a getaway not far from Melbourne that feels like a world away? Help protect a forest at the same time! Grab s…,Australia
123,LIndaJo09311641,Wed Oct 06 09:10:36 +0000 2021,1445677861734522888,"@PRGuy17 Bull dust! #DanNext has over 25,000k! And will keep growing. You're as bad as your boss! Don't accept the… https://t.co/oMb2qQbz77",
124,ISturup,Wed Oct 06 09:10:36 +0000 2021,1445677862271393800,"RT @DownunderGal777: Breaking News for MSM
Daniel Andrews Premier of Victoria is NOT i repeat NOT under investigation.
Credibility and Fact…","West of Melbourne, Wathaurong"
125,NimthirielRinon,Wed Oct 06 09:10:38 +0000 2021,1445677870886518784,"RT @PeterCredlin_PW: Good job Victoria. 
Vic Vax Rates

83.6% 1st dose 
54.5% 2nd dose

95,600 Victorians were vaccinated yesterday. If you…","Victoria, Australia"
126,ArslanMCL1,Wed Oct 06 09:10:38 +0000 2021,1445677871528247301,Imran Khan 1977 Melbourne Test. In This test  Imran got his Maiden Five For. https://t.co/JNCF7mcULP,Pakistan
127,Nelazalex,Wed Oct 06 09:10:39 +0000 2021,1445677873931554817,@CityPowerJhb Oaklands power on for 3 mins ….. off again since 5.30am !!!!!!! Victoria Steet,
128,pintsizedMB,Wed Oct 06 09:10:39 +0000 2021,1445677874120331273,11 people died in Victoria &amp; 10 people died in NSW today - still feels weird to be opening up rn.,
129,heatherbellef1,Wed Oct 06 09:10:39 +0000 2021,1445677875919654914,SO TRUE,she/her 
130,AysgarthPrint,Wed Oct 06 09:10:40 +0000 2021,1445677877836468225,"Happy Customers every time - that's our goal !  How can we help you to become a regular and loyal customer ?

Come… https://t.co/m0tfekyI2a","Romford, GB, RM1 2LH"
131,0xDEADBEEFCAFE,Wed Oct 06 09:10:40 +0000 2021,1445677878545313797,"RT @MishManners: So first Facebook, Snapchat, Insta, and WhatsApp go down...

Then earthquakes in Melbourne, internet not working, and now…",Baile Átha Cliath
132,Huxley__Orwell,Wed Oct 06 09:10:41 +0000 2021,1445677883540733953,"RT @CraigKellyMP: I stand with VIC Authorised Workers United Against Mandates

These are wonderful Emergency Services workers who love &amp; se…",Australia
133,DarkMoo55827763,Wed Oct 06 09:10:41 +0000 2021,1445677883347771397,Plz watch this and understand what's going on in Victoria..... I don't want you too like it I want you to share it… https://t.co/Qw98JPD2Hs,
134,chaz_reinheld,Wed Oct 06 09:10:43 +0000 2021,1445677891056922636,RT @DavidLeyonhjelm: Must be an opportunity for a rival union.,
135,JonJon29905548,Wed Oct 06 09:10:43 +0000 2021,1445677892126400515,"RT @Brazzers: Sneak preview of ""Letting Loose With Victoria"" #Trailer with
@victoriacake3x @SlayherJax @TheDanFerrari @ItsMichaelVegas

📅 O…",
136,Billyparsons100,Wed Oct 06 09:10:43 +0000 2021,1445677892654931973,@denniallen @SimoLove @MatthewGuyMP @DanielAndrewsMP @ibacVic @10NewsFirstMelb So disclosing a personal interest is… https://t.co/JacjSOzX3O,"Melbourne, Victoria"
137,SheelaghG,Wed Oct 06 09:10:45 +0000 2021,1445677902427615240,RT @MelissaLDavey: City of Melbourne have just announced that from Friday 5 November vaccination will be required to enter any City of Melb…,
138,M_201605,Wed Oct 06 09:10:46 +0000 2021,1445677903954415618,"RT @CraigKellyMP: With the Victorian economy devastated by world record lockdowns 

With Victorian businesses devastated by world record lo…",MONACO
139,BradleyMappers1,Wed Oct 06 09:10:46 +0000 2021,1445677904130498567,"RT @sophieelsworth: Update today:
Victoria: 1420 cases.
NSW: 594 cases.😷",
140,leesmith2310,Wed Oct 06 09:10:47 +0000 2021,1445677908505153547,RT @MelissaLDavey: City of Melbourne have just announced that from Friday 5 November vaccination will be required to enter any City of Melb…,
141,RogerJo18164653,Wed Oct 06 09:10:50 +0000 2021,1445677919745961985,RT @MelissaLDavey: City of Melbourne have just announced that from Friday 5 November vaccination will be required to enter any City of Melb…,
142,AngryRanga117,Wed Oct 06 09:10:50 +0000 2021,1445677923223040001,"RT @risemelbourne: Melbourne 🇦🇺 A literal ghost town...Where you'll be broke, bankrupt and Covid Free.....👊 https://t.co/Tzs4NdTGcq",Australia
